评论日期,评论内容,产品名,点赞数,子评论数/追评数,一级评论,二级评论,三级评论
2021,Never knew these existed.  Definitely going to get one because I'm working from home until 2022.,,0,0,,,
2021,"'You know what to do' , David, bro, I don't know what to do. lol.",,0,0,,,
2021,It's the best solution to light up the dust on the screen,,0,0,,,
2021,"what ""MONITOR"" is that!? its friggin huge!",,4,0,,,
2021,How is no one talking abt that huge monitor!!!,,0,0,,,
2024,Why does every tech youtuber talk the same?,,36,0,,,
2022,I use $1 usb lamp. For warm colours yellow plastic wrapping can be used. Does the job,,0,0,,,
2021,I would need to be able to control this light via the computer or wifi so that a home automation system would be able to turn it off if I forget,,0,0,,,
2021,"Hi David! Idk if you read the manual that it came with but it says that you can put the Quntis lightbar without the adjustment blocks. If you have an arc shaped monitor you can just remove it, similar to BenQ",,1,0,,,
2021,0:33 what screen is that?,,1,0,,,
2022,"The Xiaomi Mijia is a great lamp too, the clamp is spring-loaded with counter weight and works with a wide variety of monitor shapes and thicknesses. What you see on the picture is the position in which it is stored. The remote control is really comfortable and the light is flicker-free.",,0,0,,,
2021,Thanks for this review! I was almost about to buy a desk lamp and I never thought of something like this. I might have to buy one as well. Keeps the desk clutter free.,,1,0,,,
2021,bro your monitor I loved it! it's so massive.,,1,0,,,
2022,Another product I didn't know I'd want.,,0,0,,,
2022,The Baseus Monitor Light Bar is a much better $35 dollar option in my opinion.,,1,0,,,
2021,"Been using Xiaomi for a year, really good and really satisfying control knob!",,0,0,,,
2021,"I've never seen one before, it might be useful for me in some situations. I guess I will have to check few models, thanks for sharing reviewing.",,0,0,,,
2021,Care to share the wallpaper which is shown all over the video (that green one),,0,0,,,
2026-02,"It's hard to find in the West but since I live in Asia Xiaomi doesn't just sell their own ones anymore, they also have their Sub-brand lightbars the Yeelight monitor lights. I've gotten their Libra series and it's pretty much BenQ quality, but they have their lower end ones that's more to the Baseus price range.",,0,0,,,
2021,I recently got the BEIGAON clamp lamp for my desk,,0,0,,,
2021,Thanks David! I've had my eyes on that benq for a while now. I think I'll finally grab it.,,2,0,,,
2021,"Xiaomi Yeelight Pro is dope, with led back lighting",,0,0,,,
2021,Thank you for including Canadian links too!  This was a very informative video.,,2,0,,,
5年前（修改过）,I can vouch for the Xiaomi one. Desk based ring control and light /build quality are great,,0,0,,,
2021,Will the BenQ light bar work on a BenQ monitor that has a VESA bracket on the back for a mounting stand?,,0,0,,,
2021,I see you appear to have changed your chair? Is that a Leap v2 with headrest?,,0,0,,,
2021,"I've been looking all over for ways to light up my desk area and this fits the bill perfectly, thanks!",,0,0,,,
2022,I wish they made stuff liie this for consoles so you can light up your console,,0,0,,,
2021,Did you try the Ben Q attachment on the $35 lamp?,,0,0,,,
2021,When did you make the switch to the Steelcase Leap V2?,,0,0,,,
2022,"Surely that square block on the mounting of the cheaper one is removable to allow the spring clamp bit to works, or there is no point to the spring clamp?",,0,0,,,
2021,I've got 2 of the benq screenbar plus light's. Brilliant light's but they lack a pir motion sensor to turn them on & off.,,0,0,,,
2021,"Imma get one of those
Thank you for showing them to us!",,2,0,,,
2021,"Man I’ve been thinking about going back to drawing, this is gonna help!",,0,0,,,
2021,Wait David did you manage to fit the Quntis lamp light onto your Dell 4919DW ?,,0,0,,,
2021,Wow didn't even know these existed and your setup is,,44,0,,,
2021,Never saw this product in my life! Bad google for not advertise it to me! :),,0,0,,,
2021,bro your vids got me to get monitor arms and an ultrawide,,0,0,,,
2021,Thanks for this! I totally needed this but I'm broke!,,0,0,,,
2021,I really like the minimal vibe please do more vids,,0,0,,,
2021,"I put mine in back near the bottom of my monitor. 
The monitor bezel sits about 4"" from the desk top and the light nicely floods in over the desk with zero glare.",,0,0,,,
2021,The clamp system is crucial.,,0,0,,,
2021,This chanel has some of the best clear presentations & helpful tech tips,,0,0,,,
2023,Great video work on this one! Using the paper to highlight the light patterns and color temps was a great idea!,,0,0,,,
2022,"I've bought Baseus lamp and found it so convenient. Especially when my monitor had USB port on it. But unfortunately my eyes becomes tired very fast with this lamp. And it was not the case with usual desktop led lamp.

So sad that I had to sell my Baseus lamp.

Wants to try Xiaomi one, but afraid of the same effect. And it will be harder to sell it locally because it's more expensive",,2,0,,,
2022,Love your content. Especially since I'm also going to use the C1 OLED as my primary productivity and gaming monitor,,0,0,,,
2022,i like the wireless controller and it add aesthetic to my desk no need to press the screen light,,0,0,,,
2021,I've been using the Baseus Screenbar and its a really good screenbar.,,0,0,,,
2021,hey can you do more reviews on ergonomic chairs? I find your reviews the best,,2,0,,,
2022,My dude your monitor is massive,,0,0,,,
2021,Bought a Quntis about 6 months ago and I don't think I can go back. It works on my U27 Dell as well!,,0,0,,,
2022,It fell of and scratched my screen so can highly recomend them.,,0,0,,,
2021,"Damn Super Smoothly product review!! Need one Lamp of these ASAP, my desk lamp sometimes hit direct into my eyes or cant adjust it properly due to its own limitations.",,0,0,,,
2022,I didn't even know about the existence of such lamps. What speakers are on the table ?,,0,0,,,
2023,"Maybe you can try the colorpanda monitor light  bar with backlight,the clamp system of it  is quite stable .",,0,0,,,
2023,Thank you for the video. I ordered the Quantis to try out. Fantastic addition to my setup. Appreciate your videos.,,0,0,,,
2021,"I own the Xiaomi Mijia light bar and I love the thing. The ONLY gripe I have is the base for the knob isn't as heavy or grippy as I would like. Also... It doesn't really scream out ""light bar knob"" and looks like a black Surface Dial. Overall, I would recommend the thing if you're willing to wait for it to be shipped from China",,2,0,,,
4年前（修改过）,"Thanks for the video. Simple and easy explained. That helps 
But the Quntis is only 40cm long and recommended for max 22“ Screens",,0,0,,,
5年前（修改过）,You can remove the Block from the Quntis Lamp so its attachable to monitors with curves. I have a Benq GL2450 and also had Problems on the beginning but after is found out about that it wasnt a problem anymore. Its basicly the same mechanism as the Benq Lightbar.,,1,0,,,
2024,2:23 clearly the quntis shines more light on the screen. i regretted getting it,,0,0,,,
2021,Thanks for the great demonstration on lighting. How to setup with camera?,,1,0,,,
2022,Note. Some models. Led point down directly. Some use a mirror to lessen harsh glare of LED - indirect led light controlled with mirror.,,0,0,,,
2021,"Thank you for this, was on the fence about buying either so this video really helped",,0,0,,,
4年前（修改过）,"That is the biggest monitor I've ever seen. As someone whose desktop apps have multiple windows, this would be an awesome size to have cos 2 monitors sometimes throw me off.",,0,0,,,
2022,"Hi, just wondering when the screenbar is pressing on the screen, will it be causing any damages on it?",,0,0,,,
2022,"Could you link wallpaper like the ones you have at 0:48, 1:24? Thanks!",,0,0,,,
